timestamp,src_ip,event_type,username,command,label,ml_prediction,final_prediction
2026-01-10T07:56:19.120057Z,10.0.2.2,cowrie.login.success,root,,1,Intrusion,Intrusion
2026-01-10T15:04:18.231342Z,10.0.2.2,cowrie.login.success,root,,1,Intrusion,Intrusion
2026-01-10T15:04:43.381633Z,10.0.2.2,cowrie.command.input,unknown,ssh root@127.0.0.1 -p 2222,1,Intrusion,Intrusion
2026-01-10T15:05:02.712449Z,10.0.2.2,cowrie.command.input,unknown,"vbnm,",1,Intrusion,Intrusion
